name,price,price_z,sku,size_nm,size,title,quantity,Link,color_nm,color,country_proizvodit,resp_foto15,resp_foto14,resp_foto13,resp_foto12,resp_foto11,resp_foto10,resp_foto9,resp_foto8,resp_foto7,resp_foto6,resp_foto5,resp_foto0,resp_foto1,resp_foto2,resp_foto3,categor_list10,categor_list9,categor_list8,categor_list7,categor_list6,categor_list5,categor_list4,categor_list0,categor_list1,categor_list2
Бриджи женские джинсовые Rich Berg TD9016,1190,790,ARK-TD9016',Size,28;29,"Джинсовые шорты Rich Berg выполнены из денима с искусственными потертостями и эффектом состаренности. Детали: застежка на молнию и пуговицу, шлевки под ремень, пять карманов, декоративные отвороты на манжетах. Состав: 90% хлопок, 10% полиэстер.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/bridzhi_zhenskie_dzhinsovye_rich_berg_td9016/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/61c/61c32db08edeb8fe804035f275234d55.jpg,https://www.kupi-jeans.ru/upload/iblock/61c/61c32db08edeb8fe804035f275234d55.jpg,https://www.kupi-jeans.ru/upload/iblock/eae/eae4f81725bf0b9fc7ee9a76f5033d34.jpg,https://www.kupi-jeans.ru/upload/iblock/af6/af67fabc1953965b256b29eb4bf72880.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Бриджи женские джинсовые Miss Bon MB388,1190,790,ARK-MB388',Size,25;26;27;28;29;30,"Джинсовые шорты Miss Bon выполнены из денима с искусственными потертостями и эффектом состаренности. Детали: застежка на молнию и пуговицу, шлевки под ремень, пять карманов, декоративные отвороты на манжетах. Состав: 95% хлопок, 5% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/bridzhi_zhenskie_dzhinsovye_miss_bon_mb388/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/b19/b1966ce1c20a8aa218ebfc65acef0c90.jpg,https://www.kupi-jeans.ru/upload/iblock/b19/b1966ce1c20a8aa218ebfc65acef0c90.jpg,https://www.kupi-jeans.ru/upload/iblock/cde/cde2bc532830d979c30920f0b951c488.jpg,https://www.kupi-jeans.ru/upload/iblock/041/041d9041321771f2022d6aba52063dd9.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Джинсы женские Langluka PY262-1,1360,960,ARK-PY262-1',Size,25;28,"Модные облегающие джинсы, рваные, с выбеленным эффектом и потертостями. Модельс высокой посадкой, с зауженными штанинами. Стильная одежда для свободного имиджа. Состав: 98% хлопок, 2% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_langluka_py262_1/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/c3c/c3ce60a87ba363611fe189c7b56100d6.jpg,https://www.kupi-jeans.ru/upload/iblock/c3c/c3ce60a87ba363611fe189c7b56100d6.jpg,https://www.kupi-jeans.ru/upload/iblock/f18/f18c2869a35cc406cf97565e6ba2c585.jpg,https://www.kupi-jeans.ru/upload/iblock/40e/40e0adcbbf8e0b60f0761091b7bd9fbb.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Бриджи женские джинсовые Miss Bon MB387-1,1190,790,ARK-MB387-1',Size,28,"Джинсовые шорты Miss Bon выполнены из денима с искусственными потертостями и эффектом состаренности. Детали: застежка на молнию и пуговицу, шлевки под ремень, пять карманов, декоративные отвороты на манжетах. Состав: 98% хлопок, 2% эластан.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/bridzhi_zhenskie_dzhinsovye_miss_bon_mb387_1/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/2ed/2ed21f35da96c5124df0289fcd77d79f.jpg,https://www.kupi-jeans.ru/upload/iblock/2ed/2ed21f35da96c5124df0289fcd77d79f.jpg,https://www.kupi-jeans.ru/upload/iblock/409/409ffe36187cd753202e978fb8d0c5a1.jpg,https://www.kupi-jeans.ru/upload/iblock/dfb/dfb7273c0d65dfdb262ae7e8dd91b3f9.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Джинсы женские MIss Eleven MS16012,1360,960,ARK-MS16012',Size,25;26;27;28;29;30,"Джинсы от MIss Eleven со средней посадкой. Модель выполнена из плотного денима. Детали: застежка на молнию и пуговицу, три кармана спереди, два кармана сзади, шлевки, декоративные потертости. Состав: 98% хлопок, 2% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_miss_eleven_ms16012/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/677/6777775bdf7fb5e5e8bf3567ed224ca2.jpg,https://www.kupi-jeans.ru/upload/iblock/677/6777775bdf7fb5e5e8bf3567ed224ca2.jpg,https://www.kupi-jeans.ru/upload/iblock/221/221a60bcaeb7b91bd07f8d19e65f46f0.jpg,https://www.kupi-jeans.ru/upload/iblock/2fd/2fd2b8a1c99a54d819d962309596b7fd.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Шорты женские джинсовые Langluka X1633DK,1190,790,ARK-X1633DK',Size,25;26;27;28;29;30,"Шорты Langluka выполнены из плотного хлопкового денима с нарочитыми потертостями и прорезями. Детали: застежка на молнию и пуговицу; пять карманов; шлевки для ремня. В комплект входит ремень. Состав: 98% хлопок, 2% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/shorty_zhenskie_dzhinsovye_langluka_x1633dk/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/20b/20bded17490bbc0ebf2b7e143bf06887.jpg,https://www.kupi-jeans.ru/upload/iblock/20b/20bded17490bbc0ebf2b7e143bf06887.jpg,https://www.kupi-jeans.ru/upload/iblock/09b/09b9e5d0e61d024624bcd557d14a319b.jpg,https://www.kupi-jeans.ru/upload/iblock/2d8/2d834b4a8d3bf9e77f97e515b301742d.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Джинсы женские Haodi HD99-289KK,1399,999,ARK-HD99-289KK',Size,26,"Фасон «бойфренд» абсолютно незаменим! Идеальный вариант для создания повседневного образа в стиле кэжуал или женственного образа – вам выбирать! - Фасон «бойфренд» / свободный крой - Застежка на молнию и пуговицу - 5 карманов - Шлевки под ремень - Легкий эффект потертости. Состав: 98% хлопок, 2% спандекс..",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_haodi_hd99_289kk/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/25a/25a5b071de1c5a41f68d741751b38a59.jpg,https://www.kupi-jeans.ru/upload/iblock/25a/25a5b071de1c5a41f68d741751b38a59.jpg,https://www.kupi-jeans.ru/upload/iblock/c26/c260cdf45b223223d1bd058dc02ed990.jpg,https://www.kupi-jeans.ru/upload/iblock/769/769f6d7c82b6ec8ff809dc2e26bfd56b.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские Miss Bon MB-401,1399,999,ARK-MB-401',Size,26;28,"Джинсы Miss Bon выполнены из хлопкового денима. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов. Состав: 95% хлопок, 5% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_miss_bon_mb_401/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/a00/a00a505b9f2dc2f2fb1e56a47a5c085a.jpg,https://www.kupi-jeans.ru/upload/iblock/a00/a00a505b9f2dc2f2fb1e56a47a5c085a.jpg,https://www.kupi-jeans.ru/upload/iblock/51a/51ad718217399b0c7a70fa37bf33309e.jpg,https://www.kupi-jeans.ru/upload/iblock/c2a/c2a90a2fcc0e47b0946048b4aa7c33a5.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Жилет женский джинсовый 04,930,530,ARK-04',Size,M,"Жилет выполнен из хлопкового денима с потертостями. Детали: застежка на пуговицы, отложной воротник, два кармана. Состав: 100% хлопок.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/kurtki_pidzhaki_i_zhiletki/zhilet_zhenskiy_dzhinsovyy_04/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/757/75777136c83a03c85bb5ca89eea2a0a9.jpg,https://www.kupi-jeans.ru/upload/iblock/757/75777136c83a03c85bb5ca89eea2a0a9.jpg,https://www.kupi-jeans.ru/upload/iblock/44d/44d08b8a394a319fcc666734f20dbd85.jpg,https://www.kupi-jeans.ru/upload/iblock/0f1/0f1904bf5dd83ffd278ccc2b5c79f2f8.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Куртки, пиджаки и жилетки"
Джинсы женские Langluka LJ1535E,1280,880,ARK-LJ1535E',Size,42;44,"Джинсы Langluka выполнены из плотного хлопкового денима. Детали: застежка на молнию и пуговицу; пять карманов; шлевки для ремня. Состав: 98% хлопок, 2% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_langluka_lj1535e/,Color,000000,Китай,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/394/3946481efd14d93c797e1d81839508a2.jpg,https://www.kupi-jeans.ru/upload/iblock/ba0/ba0fc25f55567d6f4882035b9e501eae.jpg,https://www.kupi-jeans.ru/upload/iblock/a88/a886efabaf46e749eb787ce14030429d.jpg,https://www.kupi-jeans.ru/upload/iblock/189/1897750d30746fb411bc7d4bae5a3edf.jpg,https://www.kupi-jeans.ru/upload/iblock/c54/c5474c2bcb4a9d32f20d1a58e73d0b27.jpg,https://www.kupi-jeans.ru/upload/iblock/c54/c5474c2bcb4a9d32f20d1a58e73d0b27.jpg,https://www.kupi-jeans.ru/upload/iblock/f59/f598a039257473802c312a1f74ba9526.jpg,https://www.kupi-jeans.ru/upload/iblock/99e/99e7db6526a9fcb0afa6b18f13aa2ecf.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские Yajingshi 1302,1399,999,ARK-1302',Size,29,"Женские джинсы средней зауженности Состав: 98% хлопок, 2% полиэстер.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_yajingshi_1302_/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/5d1/5d18acb8a38aed33253659cf5720d1de.jpg,https://www.kupi-jeans.ru/upload/iblock/5d1/5d18acb8a38aed33253659cf5720d1de.jpg,https://www.kupi-jeans.ru/upload/iblock/b9a/b9aabc5746ee2d8dc7261df3bdcf6aa4.jpg,https://www.kupi-jeans.ru/upload/iblock/edb/edb877b5d66b546a537b992d08daadb7.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские Miss Bon MB-445,1399,999,ARK-MB-445',Size,26,"Джинсы с высокой талией — настоящая находка для любой девушки! Благодаря особенности посадки, они подчеркивают линию талии, ставят на ней ударение, отвлекая от небольших недостатков, если таковые имеются. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов. Состав: 95% хлопок, 5% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_miss_bon_mb_445/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/0d5/0d588ffc599232c9959fd69a52b41b06.jpg,https://www.kupi-jeans.ru/upload/iblock/0d5/0d588ffc599232c9959fd69a52b41b06.jpg,https://www.kupi-jeans.ru/upload/iblock/2d4/2d41907f96161ef5a480e968004c5941.jpg,https://www.kupi-jeans.ru/upload/iblock/926/92649258c0a4209009932c91665a928c.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские Гodi 150,1360,960,ARK-150',Size,26,"Прямые джинсы выполнены из хлопкового денима с нарочитыми потертостями и прорезями. Детали: застежка на молнию и пуговицу, пять карманов, шлевки для ремня. Состав: хлопок 98%, спандекс 2%.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_godi_150/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/98a/98a2bfd03b302a27d9025b989d9ebbe6.jpg,https://www.kupi-jeans.ru/upload/iblock/98a/98a2bfd03b302a27d9025b989d9ebbe6.jpg,https://www.kupi-jeans.ru/upload/iblock/dbe/dbe00b728da42893f4f14d5a9682bf39.jpg,https://www.kupi-jeans.ru/upload/iblock/fa7/fa7349d5cb4e02e06ac47de7d76bba19.jpg,,,,,,,,,,
"Женские джинсовые шорты Jonshine , арт. B706",1000,600,ARK-B706',Size,25,"Женские джинсовые шорты Jonshine. Состав: 90% хлопок, 10% спандекс. Модельный ряд: с 25 (соответствует европейскому 24) до 30 (соответствует 29) размера.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/zhenskie_dzhinsovye_shorty_jonshine_art_b706/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/7b3/7b3cfcd750ccc1b56ca13853e1711222.jpg,https://www.kupi-jeans.ru/upload/iblock/7b3/7b3cfcd750ccc1b56ca13853e1711222.jpg,https://www.kupi-jeans.ru/upload/iblock/7ee/7ee73166b99aa088befc348d466a969e.jpg,https://www.kupi-jeans.ru/upload/iblock/763/76349950f8fe8904b4732ebdf03c352c.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Джинсы женские Langluka PY111A,1399,999,ARK-PY111A',Size,28;29;30;31;32,"Джинсы Langluka выполнены из хлопкового денима с нарочитыми потертостями. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов. Состав: 98% хлопок, 2% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_langluka_py111a/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/0ad/0ad44a9d307cf2176f8a6e299cbb7697.jpg,https://www.kupi-jeans.ru/upload/iblock/0ad/0ad44a9d307cf2176f8a6e299cbb7697.jpg,https://www.kupi-jeans.ru/upload/iblock/b35/b35935201a8e81b03987436f5f033274.jpg,https://www.kupi-jeans.ru/upload/iblock/30a/30ac6a943bd8dca35346a281e6623a20.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские Langluka PY029-1,1399,999,ARK-PY029-1',Size,26,"Джинсы для женщин модные, из мягкого хлопка. Состав: 98% хлопок, 2% полиэстер.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_langluka_py029_1/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/d2d/d2deabb559979062bc34e8eb6c6e5eef.jpg,https://www.kupi-jeans.ru/upload/iblock/d2d/d2deabb559979062bc34e8eb6c6e5eef.jpg,https://www.kupi-jeans.ru/upload/iblock/a74/a745cd7577824fd41980646792035a1c.jpg,https://www.kupi-jeans.ru/upload/iblock/488/488790d92ed7ab88f06a1daa1ff774e9.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские утепленные Parastoo 5913,1320,920,ARK-5913',Size,32,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, прямого кроя. Модель оформлена небольшим выбеленным эффектом, застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: прямой покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_parastoo_5913/,Color,0000ff,Китай,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/376/376b88000dcab78491336bc77e61da5c.jpg,https://www.kupi-jeans.ru/upload/iblock/6bd/6bdf8bf3be8b0d2cc1b4731adcf2c305.jpg,https://www.kupi-jeans.ru/upload/iblock/6bd/6bdf8bf3be8b0d2cc1b4731adcf2c305.jpg,https://www.kupi-jeans.ru/upload/iblock/eed/eed7ace65d9ab3778c57371ee41f2299.jpg,https://www.kupi-jeans.ru/upload/iblock/c1c/c1cc4daefe46ce13dd1a6bed92e3e8a2.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские Vickys Love K6551,1399,999,ARK-K6551',Size,25;27,"Джинсы от Vickys Love со средней посадкой. Модель выполнена из плотного денима. Детали: застежка на молнию и пуговицу, три кармана спереди, два кармана сзади, шлевки, декоративные потертости. Состав: 98% хлопок, 2% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_vickys_love_k6551/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/079/079f9f5681466d3623d1a4a6e847136c.jpg,https://www.kupi-jeans.ru/upload/iblock/079/079f9f5681466d3623d1a4a6e847136c.jpg,https://www.kupi-jeans.ru/upload/iblock/a23/a2393cef50a358ce2f23762ed53029c2.jpg,https://www.kupi-jeans.ru/upload/iblock/a13/a1390de8652294c0ada3a1c6d41bfc5f.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские утепленные XQL 017,1280,880,ARK-017',Size,25;26;27;29;30,"Симпатичные утепленные байкой, стрейчевые джинсы со средней посадкой, зауженного кроя. Модель оформлена небольшим выбеленным эффектом, застежкой на пуговицу и молнию. Прекрасный выбор для повседневного гардероба. Детали: зауженный покрой, подкладкой из тонкой байки которая незаметна глазу. Состав джинсов: 98% хлопок, 2% спандекс. Сезон: Зима.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/uteplennye_bryuki_dzhinsovye/dzhinsy_zhenskie_uteplennye_xql_017/,Color,0000ff,Китай,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/b07/b07681032b50016fcc5c657d1af1a25f.jpg,https://www.kupi-jeans.ru/upload/iblock/494/49499f3be8c0ac36e5dc3ad420781cfd.jpg,https://www.kupi-jeans.ru/upload/iblock/494/49499f3be8c0ac36e5dc3ad420781cfd.jpg,https://www.kupi-jeans.ru/upload/iblock/03f/03fa0f967fd5121a6f421362ccdfa07e.jpg,https://www.kupi-jeans.ru/upload/iblock/81d/81debd63aec4acca6860aea68705a48c.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Утепленные брюки джинсовые
Джинсы женские Rajojo denim 6316,1280,880,ARK-6316',Size,32;38,"Комфортные женские джинсы. Модель с застежкой на пуговицу и молнию. Прекрасный выбор на каждый день. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов. Состав: 85% хлопок, 15% полиэстер",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_rajojo_denim_6316/,Color,0000ff,Китай,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/4f8/4f821369afee586678f4a51200003a69.jpg,https://www.kupi-jeans.ru/upload/iblock/6b6/6b673a563684d145ad341e26768bd172.jpg,https://www.kupi-jeans.ru/upload/iblock/a71/a7151b87276af8976e03ffb5a328e1a2.jpg,https://www.kupi-jeans.ru/upload/iblock/ec4/ec442b6ae8d75df29450596092c086ff.jpg,https://www.kupi-jeans.ru/upload/iblock/968/96862ce03c287bfe42b0974518c44ae6.jpg,https://www.kupi-jeans.ru/upload/iblock/968/96862ce03c287bfe42b0974518c44ae6.jpg,https://www.kupi-jeans.ru/upload/iblock/bbd/bbd1f54a4fb5359a191634c3c41abd20.jpg,https://www.kupi-jeans.ru/upload/iblock/f45/f45061d882ec33475e9fa7c69c415973.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские CO&LA CA6002BKK,1399,999,ARK-CA6002BKK',Size,31,"Джинсы-бойфренды. Концепция стиля этих джинсов — раскрепощенность и свобода. Создается ощущение, что девушка с утра надела джинсы своего брата или парня. Казалось бы, такой небрежный вид никак не придает женственности и стройности фигуре, но, как ни странно, женщины в них выглядят необыкновенно хрупкими.... 5 карманов. Шлевки для ремня. Застежка на болтах. Широкие джинсы-бойфренды со средней посадкой и шаговым швом. Носить с отворотами снизу. Состав: 98% хлопок, 2% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_co_la_ca6002bkk/,Color,0000ff,Китай,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/817/817a6e0bb096b8f01ef83d7de68e5dd3.jpg,https://www.kupi-jeans.ru/upload/iblock/16d/16d7b6a45024d1a535ea120e3a8c714c.jpg,https://www.kupi-jeans.ru/upload/iblock/16d/16d7b6a45024d1a535ea120e3a8c714c.jpg,https://www.kupi-jeans.ru/upload/iblock/02a/02a560c0ec1b5f410fb320e96aa3e085.jpg,https://www.kupi-jeans.ru/upload/iblock/298/298db8b2c876e8155ed2419f843c0927.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Бриджи женские джинсовые Rich Berg T8992,1190,790,ARK-T8992',Size,25;26;27,"Джинсовые шорты Rich Berg выполнены из денима с искусственными потертостями и эффектом состаренности. Детали: застежка на молнию и пуговицу, шлевки под ремень, пять карманов, декоративные отвороты на манжетах. Состав: 90% хлопок, 10% полиэстер.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/shorty_bridzhi_kapri/bridzhi_zhenskie_dzhinsovye_rich_berg_t8992/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/0ba/0ba2a1d8f775a600937abbb70de41659.jpg,https://www.kupi-jeans.ru/upload/iblock/0ba/0ba2a1d8f775a600937abbb70de41659.jpg,https://www.kupi-jeans.ru/upload/iblock/70f/70f14b4268261fa9cb1496aa704a2cc8.jpg,https://www.kupi-jeans.ru/upload/iblock/660/6609ef5121457ba1bb99a0bb3e940275.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,"Шорты, бриджи, капри"
Джинсы женские Feng Xing FX4091,1399,999,ARK-FX4091',Size,26;29,"Джинсы Feng Xing выполнены из хлопкового денима с нарочитыми потертостями. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов. Состав: 98% хлопок, 2% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_feng_xing_fx4091/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/726/7262f761faa1fe1a84f2d76fcc416bd5.jpg,https://www.kupi-jeans.ru/upload/iblock/726/7262f761faa1fe1a84f2d76fcc416bd5.jpg,https://www.kupi-jeans.ru/upload/iblock/6d1/6d142265c9f941029c05d2791880b04b.jpg,https://www.kupi-jeans.ru/upload/iblock/ac1/ac18ac61ea032cdeed52a24b037f0487.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские Miss Bon MB-2051,1280,880,ARK-MB-2051',Size,28;30,"Джинсы Miss Bon выполнены из хлопкового денима с нарочитыми потертостями. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов. Состав: 95% хлопок, 5% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_miss_bon_mb_2051/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/3ed/3ed61da82bb6b908099c680f5f91f345.jpg,https://www.kupi-jeans.ru/upload/iblock/3ed/3ed61da82bb6b908099c680f5f91f345.jpg,https://www.kupi-jeans.ru/upload/iblock/219/2194d418457c7f398bcb6b48594d9eea.jpg,https://www.kupi-jeans.ru/upload/iblock/944/944c4f78e841fca5b50eff604edbeb18.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские Yajingshi 1308,1399,999,ARK-1308',Size,28;31,"Женские джинсы средней зауженности Состав: 98% хлопок, 2% полиэстер.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_yajingshi_1308/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/3b2/3b2d77032ec4295cc2d178b1d49e2488.jpg,https://www.kupi-jeans.ru/upload/iblock/3b2/3b2d77032ec4295cc2d178b1d49e2488.jpg,https://www.kupi-jeans.ru/upload/iblock/17d/17dcde15c7eb29829e825d6bca65c399.jpg,https://www.kupi-jeans.ru/upload/iblock/675/67582c2f626ee934847c943f3abd2752.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
Джинсы женские Feng Xing FX4098,1399,999,ARK-FX4098',Size,25;26;27;28;29;30,"Джинсы Feng Xing выполнены из хлопкового денима с нарочитыми потертостями. Детали: застежка на молнию и пуговицу, шлевки для ремня, пять карманов. Состав: 98% хлопок, 2% спандекс.",10,https://www.kupi-jeans.ru/zhenskaya_odezhda/dzhinsy/bryuki_dzhinsovye/dzhinsy_zhenskie_feng_xing_fx4098/,Color,0000ff,Китай,,,,,,,,,,,,https://www.kupi-jeans.ru/upload/iblock/daa/daa065bfb46e7f904cc6259c853939ea.jpg,https://www.kupi-jeans.ru/upload/iblock/daa/daa065bfb46e7f904cc6259c853939ea.jpg,https://www.kupi-jeans.ru/upload/iblock/cbd/cbd083d8c4d24cbe50f297470510e697.jpg,https://www.kupi-jeans.ru/upload/iblock/9c9/9c91b23c56dfe0b7f6f2aa1fb1751949.jpg,,,,,,,,ЖЕНСКАЯ ОДЕЖДА,Джинсы,Брюки джинсовые
